dato,skole,elevdag,sfodag,kommentar
2017-04-16,Tastarustå skole,Nei,Nei,1. påskedag
2017-04-17,Tastarustå skole,Nei,Nei,2. påskedag
2017-04-18,Tastarustå skole,Nei,Nei,Planleggingsdag
2017-05-01,Tastarustå skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Tastarustå skole,Nei,Nei,Grunnlovsdag
2017-05-25,Tastarustå skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Tastarustå skole,Nei,Nei,Fridag
2017-06-04,Tastarustå skole,Nei,Nei,1. pinsedag
2017-06-05,Tastarustå skole,Nei,Nei,2. pinsedag
2017-06-30,Tastarustå skole,Nei,Ja,siste dag - sfo
2016-08-01,Tasta skole,Nei,Nei,Planleggingsdag
2016-08-02,Tasta skole,Nei,Ja,første dag -sfo
2016-08-15,Tasta skole,Nei,Nei,Planleggingsdag
2016-08-16,Tasta skole,Nei,Nei,Planleggingsdag
2016-08-17,Tasta skole,Nei,Ja,Planleggingsdag
2016-10-10,Tasta skole,Nei,Ja,Høstferie
2016-10-11,Tasta skole,Nei,Ja,Høstferie
2016-10-12,Tasta skole,Nei,Ja,Høstferie
2016-10-13,Tasta skole,Nei,Ja,Høstferie
2016-10-14,Tasta skole,Nei,Ja,Høstferie
2016-11-18,Tasta skole,Nei,Nei,Planleggingsdag
2016-12-22,Tasta skole,Nei,Ja,Juleferie
2016-12-23,Tasta skole,Nei,Ja,Juleferie
2016-12-25,Tasta skole,Nei,Nei,1. juledag
2016-12-26,Tasta skole,Nei,Nei,2. juledag
2016-12-27,Tasta skole,Nei,Ja,Juleferie
2016-12-28,Tasta skole,Nei,Ja,Juleferie
2016-12-29,Tasta skole,Nei,Ja,Juleferie
2016-12-30,Tasta skole,Nei,Ja,Juleferie
2017-01-01,Tasta skole,Nei,Nei,1. Nyttårsdag
2017-02-27,Tasta skole,Nei,Ja,Vinterferie
2017-02-28,Tasta skole,Nei,Ja,Vinterferie
2017-03-01,Tasta skole,Nei,Ja,Vinterferie
2017-03-02,Tasta skole,Nei,Ja,Vinterferie
2017-03-03,Tasta skole,Nei,Ja,Vinterferie
2017-04-09,Tasta skole,Nei,Nei,Palmesøndag
2017-04-10,Tasta skole,Nei,Ja,Påskeferie
2017-04-11,Tasta skole,Nei,Ja,Påskeferie
2017-04-12,Tasta skole,Nei,Ja,Påskeferie
2017-04-13,Tasta skole,Nei,Nei,Skjærtorsdag
2017-04-14,Tasta skole,Nei,Nei,Langfredag
2017-04-16,Tasta skole,Nei,Nei,1. påskedag
2017-04-17,Tasta skole,Nei,Nei,2. påskedag
2017-05-01,Tasta skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Tasta skole,Nei,Nei,Grunnlovsdag
2017-05-25,Tasta skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Tasta skole,Nei,Ja,Fridag
2017-06-04,Tasta skole,Nei,Nei,1. pinsedag
2017-06-05,Tasta skole,Nei,Nei,2. pinsedag
2017-06-06,Tasta skole,Nei,Nei,Planleggingsdag
2017-06-30,Tasta skole,Nei,Ja,siste dag - sfo
2016-08-15,Tastaveden skole,Nei,Nei,Planleggingsdag
2016-08-16,Tastaveden skole,Nei,Nei,Planleggingsdag
2016-08-17,Tastaveden skole,Nei,Nei,Planleggingsdag
2016-10-10,Tastaveden skole,Nei,Nei,Høstferie
2016-10-11,Tastaveden skole,Nei,Nei,Høstferie
2016-10-12,Tastaveden skole,Nei,Nei,Høstferie
2016-10-13,Tastaveden skole,Nei,Nei,Høstferie
2016-10-14,Tastaveden skole,Nei,Nei,Høstferie
2016-11-18,Tastaveden skole,Nei,Nei,Planleggingsdag
2016-12-23,Tastaveden skole,Nei,Nei,Juleferie
2016-12-25,Tastaveden skole,Nei,Nei,1. juledag
2016-12-26,Tastaveden skole,Nei,Nei,2. juledag
2016-12-27,Tastaveden skole,Nei,Nei,Juleferie
2016-12-28,Tastaveden skole,Nei,Nei,Juleferie
2016-12-29,Tastaveden skole,Nei,Nei,Juleferie
2016-12-30,Tastaveden skole,Nei,Nei,Juleferie
2017-01-01,Tastaveden skole,Nei,Nei,1. Nyttårsdag
2017-01-02,Tastaveden skole,Nei,Nei,Planleggingsdag
2017-02-27,Tastaveden skole,Nei,Nei,Vinterferie
2017-02-28,Tastaveden skole,Nei,Nei,Vinterferie
2017-03-01,Tastaveden skole,Nei,Nei,Vinterferie
2017-03-02,Tastaveden skole,Nei,Nei,Vinterferie
2017-03-03,Tastaveden skole,Nei,Nei,Vinterferie
2017-04-09,Tastaveden skole,Nei,Nei,Palmesøndag
2017-04-10,Tastaveden skole,Nei,Nei,Påskeferie
2017-04-11,Tastaveden skole,Nei,Nei,Påskeferie
2017-04-12,Tastaveden skole,Nei,Nei,Påskeferie
2017-04-13,Tastaveden skole,Nei,Nei,Skjærtorsdag
2017-04-14,Tastaveden skole,Nei,Nei,Langfredag
2017-04-16,Tastaveden skole,Nei,Nei,1. påskedag
2017-04-17,Tastaveden skole,Nei,Nei,2. påskedag
2017-04-18,Tastaveden skole,Nei,Nei,Planleggingsdag
2017-05-01,Tastaveden skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Tastaveden skole,Nei,Nei,Grunnlovsdag
2017-05-25,Tastaveden skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Tastaveden skole,Nei,Nei,Fridag
2017-06-04,Tastaveden skole,Nei,Nei,1. pinsedag
2017-06-05,Tastaveden skole,Nei,Nei,2. pinsedag
2016-08-01,Teinå skole,Nei,Nei,Planleggingsdag
2016-08-02,Teinå skole,Nei,Ja,første dag - sfo
2016-08-15,Teinå skole,Nei,Ja,Planleggingsdag
2016-08-16,Teinå skole,Nei,Nei,Planleggingsdag
2016-08-17,Teinå skole,Nei,Nei,Planleggingsdag
2016-10-10,Teinå skole,Nei,Ja,Høstferie
2016-10-11,Teinå skole,Nei,Ja,Høstferie
2016-10-12,Teinå skole,Nei,Ja,Høstferie
2016-10-13,Teinå skole,Nei,Ja,Høstferie
2016-10-14,Teinå skole,Nei,Ja,Høstferie
2016-11-18,Teinå skole,Nei,Ja,fridag
2016-12-22,Teinå skole,Nei,Ja,Juleferie
2016-12-23,Teinå skole,Nei,Ja,Juleferie
2016-12-25,Teinå skole,Nei,Nei,1. juledag
2016-12-26,Teinå skole,Nei,Nei,2. juledag
2016-12-27,Teinå skole,Nei,Ja,Juleferie
2016-12-28,Teinå skole,Nei,Ja,Juleferie
2016-12-29,Teinå skole,Nei,Ja,Juleferie
2016-12-30,Teinå skole,Nei,Ja,Juleferie
2017-01-01,Teinå skole,Nei,Nei,1. Nyttårsdag
2017-01-02,Teinå skole,Nei,Nei,Planleggingsdag
2017-02-27,Teinå skole,Nei,Ja,Vinterferie
2017-02-28,Teinå skole,Nei,Ja,Vinterferie
2017-03-01,Teinå skole,Nei,Ja,Vinterferie
2017-03-02,Teinå skole,Nei,Ja,Vinterferie
2017-03-03,Teinå skole,Nei,Ja,Vinterferie
2017-04-09,Teinå skole,Nei,Nei,Palmesøndag
2017-04-10,Teinå skole,Nei,Ja,Påskeferie
2017-04-11,Teinå skole,Nei,Ja,Påskeferie
2017-04-12,Teinå skole,Nei,Ja,Påskeferie
2017-04-13,Teinå skole,Nei,Nei,Skjærtorsdag
2017-04-14,Teinå skole,Nei,Nei,Langfredag
2017-04-16,Teinå skole,Nei,Nei,1. påskedag
2017-04-17,Teinå skole,Nei,Nei,2. påskedag
2017-05-01,Teinå skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Teinå skole,Nei,Nei,Grunnlovsdag
2017-05-25,Teinå skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Teinå skole,Nei,Nei,Fridag
2017-06-04,Teinå skole,Nei,Nei,1. pinsedag
2017-06-05,Teinå skole,Nei,Nei,2. pinsedag
2017-06-22,Teinå skole,Nei,Ja,Planleggingsdag
2017-06-23,Teinå skole,Nei,Ja,Planleggingsdag
2017-06-30,Teinå skole,Nei,Ja,siste dag - sfo
2016-08-01,Tjensvoll skole,Nei,Nei,Planleggingsdag
2016-08-02,Tjensvoll skole,Nei,Ja,første dag - sfo
2016-08-15,Tjensvoll skole,Nei,Nei,Planleggingsdag
2016-08-16,Tjensvoll skole,Nei,Nei,Planleggingsdag
2016-08-17,Tjensvoll skole,Nei,Ja,Planleggingsdag
2016-08-18,Tjensvoll skole,Nei,Ja,Planleggingsdag
2016-08-19,Tjensvoll skole,Nei,Ja,Planleggingsdag
2016-10-10,Tjensvoll skole,Nei,Ja,Høstferie
2016-10-11,Tjensvoll skole,Nei,Ja,Høstferie
2016-10-12,Tjensvoll skole,Nei,Ja,Høstferie
2016-10-13,Tjensvoll skole,Nei,Ja,Høstferie
2016-10-14,Tjensvoll skole,Nei,Ja,Høstferie
2016-11-18,Tjensvoll skole,Nei,Nei,Planleggingsdag
2016-12-22,Tjensvoll skole,Nei,Ja,Juleferie
2016-12-23,Tjensvoll skole,Nei,Ja,Juleferie
2016-12-25,Tjensvoll skole,Nei,Nei,1. juledag
2016-12-26,Tjensvoll skole,Nei,Nei,2. juledag
2016-12-27,Tjensvoll skole,Nei,Ja,Juleferie
2016-12-28,Tjensvoll skole,Nei,Ja,Juleferie
2016-12-29,Tjensvoll skole,Nei,Ja,Juleferie
2016-12-30,Tjensvoll skole,Nei,Ja,Juleferie
2017-01-01,Tjensvoll skole,Nei,Nei,1. Nyttårsdag
2017-02-27,Tjensvoll skole,Nei,Ja,Vinterferie
2017-02-28,Tjensvoll skole,Nei,Ja,Vinterferie
2017-03-01,Tjensvoll skole,Nei,Ja,Vinterferie
2017-03-02,Tjensvoll skole,Nei,Ja,Vinterferie
2017-03-03,Tjensvoll skole,Nei,Ja,Vinterferie
2017-04-09,Tjensvoll skole,Nei,Nei,Palmesøndag
2017-04-10,Tjensvoll skole,Nei,Ja,Påskeferie
2017-04-11,Tjensvoll skole,Nei,Ja,Påskeferie
2017-04-12,Tjensvoll skole,Nei,Ja,Påskeferie
2017-04-13,Tjensvoll skole,Nei,Nei,Skjærtorsdag
2017-04-14,Tjensvoll skole,Nei,Nei,Langfredag
2017-04-16,Tjensvoll skole,Nei,Nei,1. påskedag
2017-04-17,Tjensvoll skole,Nei,Nei,2. påskedag
2017-05-01,Tjensvoll skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Tjensvoll skole,Nei,Nei,Grunnlovsdag
2017-05-25,Tjensvoll skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Tjensvoll skole,Nei,Nei,Planleggingsdag
2017-06-04,Tjensvoll skole,Nei,Nei,1. pinsedag
2017-06-05,Tjensvoll skole,Nei,Nei,2. pinsedag
2017-06-30,Tjensvoll skole,Nei,Ja,siste dag -sfo
2016-08-15,Ullandhaug skole,Nei,Nei,Planleggingsdag
2016-08-16,Ullandhaug skole,Nei,Nei,Planleggingsdag
2016-08-17,Ullandhaug skole,Nei,Nei,Planleggingsdag
2016-10-10,Ullandhaug skole,Nei,Nei,Høstferie
2016-10-11,Ullandhaug skole,Nei,Nei,Høstferie
2016-10-12,Ullandhaug skole,Nei,Nei,Høstferie
2016-10-13,Ullandhaug skole,Nei,Nei,Høstferie
2016-10-14,Ullandhaug skole,Nei,Nei,Høstferie
2016-11-18,Ullandhaug skole,Nei,Nei,Planleggingsdag
2016-12-22,Ullandhaug skole,Nei,Nei,Juleferie
2016-12-23,Ullandhaug skole,Nei,Nei,Juleferie
2016-12-25,Ullandhaug skole,Nei,Nei,1. juledag
2016-12-26,Ullandhaug skole,Nei,Nei,2. juledag
2016-12-27,Ullandhaug skole,Nei,Nei,Juleferie
2016-12-28,Ullandhaug skole,Nei,Nei,Juleferie
2016-12-29,Ullandhaug skole,Nei,Nei,Juleferie
2016-12-30,Ullandhaug skole,Nei,Nei,Juleferie
2017-01-01,Ullandhaug skole,Nei,Nei,1. Nyttårsdag
2017-01-02,Ullandhaug skole,Nei,Nei,Planleggingsdag
2017-02-27,Ullandhaug skole,Nei,Nei,Vinterferie
2017-02-28,Ullandhaug skole,Nei,Nei,Vinterferie
2017-03-01,Ullandhaug skole,Nei,Nei,Vinterferie
2017-03-02,Ullandhaug skole,Nei,Nei,Vinterferie
2017-03-03,Ullandhaug skole,Nei,Nei,Vinterferie
2017-04-09,Ullandhaug skole,Nei,Nei,Palmesøndag
2017-04-10,Ullandhaug skole,Nei,Nei,Påskeferie
2017-04-11,Ullandhaug skole,Nei,Nei,Påskeferie
2017-04-12,Ullandhaug skole,Nei,Nei,Påskeferie
2017-04-13,Ullandhaug skole,Nei,Nei,Skjærtorsdag
2017-04-14,Ullandhaug skole,Nei,Nei,Langfredag
2017-04-16,Ullandhaug skole,Nei,Nei,1. påskedag
2017-04-17,Ullandhaug skole,Nei,Nei,2. påskedag
2017-04-18,Ullandhaug skole,Nei,Nei,Planleggingsdag
2017-05-01,Ullandhaug skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Ullandhaug skole,Nei,Nei,Grunnlovsdag
2017-05-25,Ullandhaug skole,Nei,Nei,Kristi Himmelfartsdag
2017-06-04,Ullandhaug skole,Nei,Nei,1. pinsedag
2017-06-05,Ullandhaug skole,Nei,Nei,2. pinsedag
2016-08-01,Vardenes skole,Nei,Nei,Planleggingsdag
2016-08-02,Vardenes skole,Nei,Ja,første dag - sfo
2016-08-11,Vardenes skole,Nei,Ja,Planleggingsdag
2016-08-12,Vardenes skole,Nei,Ja,Planleggingsdag
2016-08-15,Vardenes skole,Nei,Nei,Planleggingsdag
2016-08-16,Vardenes skole,Nei,Ja,Planleggingsdag
2016-08-17,Vardenes skole,Nei,Ja,Planleggingsdag
2016-10-10,Vardenes skole,Nei,Ja,Høstferie
2016-10-11,Vardenes skole,Nei,Ja,Høstferie
2016-10-12,Vardenes skole,Nei,Ja,Høstferie
2016-10-13,Vardenes skole,Nei,Ja,Høstferie
2016-10-14,Vardenes skole,Nei,Ja,Høstferie
2016-11-18,Vardenes skole,Nei,Nei,Planleggingsdag
2016-12-22,Vardenes skole,Nei,Ja,Juleferie
2016-12-23,Vardenes skole,Nei,Ja,Juleferie
2016-12-25,Vardenes skole,Nei,Nei,1. juledag
2016-12-26,Vardenes skole,Nei,Nei,2. juledag
2016-12-27,Vardenes skole,Nei,Ja,Juleferie
2016-12-28,Vardenes skole,Nei,Ja,Juleferie
2016-12-29,Vardenes skole,Nei,Ja,Juleferie
2016-12-30,Vardenes skole,Nei,Ja,Juleferie
2017-01-01,Vardenes skole,Nei,Nei,1. Nyttårsdag
2017-01-02,Vardenes skole,Nei,Nei,Planleggingsdag
2017-02-27,Vardenes skole,Nei,Ja,Vinterferie
2017-02-28,Vardenes skole,Nei,Ja,Vinterferie
2017-03-01,Vardenes skole,Nei,Ja,Vinterferie
2017-03-02,Vardenes skole,Nei,Ja,Vinterferie
2017-03-03,Vardenes skole,Nei,Ja,Vinterferie
2017-04-09,Vardenes skole,Nei,Nei,Palmesøndag
2017-04-10,Vardenes skole,Nei,Ja,Påskeferie
2017-04-11,Vardenes skole,Nei,Ja,Påskeferie
2017-04-12,Vardenes skole,Nei,Ja,Påskeferie
2017-04-13,Vardenes skole,Nei,Nei,Skjærtorsdag
2017-04-14,Vardenes skole,Nei,Nei,Langfredag
2017-04-16,Vardenes skole,Nei,Nei,1. påskedag
2017-04-17,Vardenes skole,Nei,Nei,2. påskedag
2017-05-01,Vardenes skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Vardenes skole,Nei,Nei,Grunnlovsdag
2017-05-25,Vardenes skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Vardenes skole,Nei,Nei,Planleggingsdag 
2017-06-04,Vardenes skole,Nei,Nei,1. pinsedag
2017-06-05,Vardenes skole,Nei,Nei,2. pinsedag
2017-06-29,Vardenes skole,Nei,Ja,siste dag - sfo
2017-06-30,Vardenes skole,Nei,Nei,planleggingsdag
2016-08-01,Vassøy skole,Nei,Ja,første dag - sfo
2016-08-15,Vassøy skole,Nei,Ja,Planleggingsdag
2016-08-16,Vassøy skole,Nei,Nei,Planleggingsdag
2016-08-17,Vassøy skole,Nei,Nei,Planleggingsdag
2016-10-10,Vassøy skole,Nei,Ja,Høstferie
2016-10-11,Vassøy skole,Nei,Ja,Høstferie
2016-10-12,Vassøy skole,Nei,Ja,Høstferie
2016-10-13,Vassøy skole,Nei,Ja,Høstferie
2016-10-14,Vassøy skole,Nei,Ja,Høstferie
2016-11-18,Vassøy skole,Nei,Nei,Planleggingsdag
2016-12-22,Vassøy skole,Nei,Ja,Juleferie
2016-12-23,Vassøy skole,Nei,Ja,Juleferie
2016-12-25,Vassøy skole,Nei,Nei,1. juledag
2016-12-26,Vassøy skole,Nei,Nei,2. juledag
2016-12-27,Vassøy skole,Nei,Ja,Juleferie
2016-12-28,Vassøy skole,Nei,Ja,Juleferie
2016-12-29,Vassøy skole,Nei,Ja,Juleferie
2016-12-30,Vassøy skole,Nei,Ja,Juleferie
2017-01-01,Vassøy skole,Nei,Nei,1. Nyttårsdag
2017-01-02,Vassøy skole,Nei,Ja,Juleferie
2017-01-03,Vassøy skole,Nei,Nei,Planleggingsdag
2017-02-27,Vassøy skole,Nei,Ja,Vinterferie
2017-02-28,Vassøy skole,Nei,Ja,Vinterferie
2017-03-01,Vassøy skole,Nei,Ja,Vinterferie
2017-03-02,Vassøy skole,Nei,Ja,Vinterferie
2017-03-03,Vassøy skole,Nei,Ja,Vinterferie
2017-04-09,Vassøy skole,Nei,Nei,Palmesøndag
2017-04-10,Vassøy skole,Nei,Ja,Påskeferie
2017-04-11,Vassøy skole,Nei,Ja,Påskeferie
2017-04-12,Vassøy skole,Nei,Ja,Påskeferie
2017-04-13,Vassøy skole,Nei,Nei,Skjærtorsdag
2017-04-14,Vassøy skole,Nei,Nei,Langfredag
2017-04-16,Vassøy skole,Nei,Nei,1. påskedag
2017-04-17,Vassøy skole,Nei,Nei,2. påskedag
2017-05-01,Vassøy skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Vassøy skole,Nei,Nei,Grunnlovsdag
2017-05-25,Vassøy skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Vassøy skole,Nei,Nei,Planleggingsdag
2017-06-04,Vassøy skole,Nei,Nei,1. pinsedag
2017-06-05,Vassøy skole,Nei,Nei,2. pinsedag
2017-06-30,Vassøy skole,Nei,Ja,siste dag - sfo
2016-08-01,Vaulen skole,Nei,Nei,Planleggingsdag
2016-08-02,Vaulen skole,Nei,Nei,Planleggingsdag
2016-08-03,Vaulen skole,Nei,Ja,første dag - sfo
2016-08-15,Vaulen skole,Nei,Nei,Planleggingsdag
2016-08-16,Vaulen skole,Nei,Ja,Planleggingsdag
2016-08-17,Vaulen skole,Nei,Ja,Planleggingsdag
2016-10-10,Vaulen skole,Nei,Ja,Høstferie
2016-10-11,Vaulen skole,Nei,Ja,Høstferie
2016-10-12,Vaulen skole,Nei,Ja,Høstferie
2016-10-13,Vaulen skole,Nei,Ja,Høstferie
2016-10-14,Vaulen skole,Nei,Ja,Høstferie
2016-11-17,Vaulen skole,Nei,Nei,Planleggingsdag
2016-11-18,Vaulen skole,Nei,Nei,Planleggingsdag
2016-12-22,Vaulen skole,Nei,Ja,Juleferie
2016-12-23,Vaulen skole,Nei,Ja,Juleferie
2016-12-25,Vaulen skole,Nei,Nei,1. juledag
2016-12-26,Vaulen skole,Nei,Nei,2. juledag
2016-12-27,Vaulen skole,Nei,Ja,Juleferie
2016-12-28,Vaulen skole,Nei,Ja,Juleferie
2016-12-29,Vaulen skole,Nei,Ja,Juleferie
2016-12-30,Vaulen skole,Nei,Ja,Juleferie
2017-01-01,Vaulen skole,Nei,Nei,1. Nyttårsdag
2017-02-27,Vaulen skole,Nei,Ja,Vinterferie
2017-02-28,Vaulen skole,Nei,Ja,Vinterferie
2017-03-01,Vaulen skole,Nei,Ja,Vinterferie
2017-03-02,Vaulen skole,Nei,Ja,Vinterferie
2017-03-03,Vaulen skole,Nei,Ja,Vinterferie
2017-04-09,Vaulen skole,Nei,Nei,Palmesøndag
2017-04-10,Vaulen skole,Nei,Ja,Påskeferie
2017-04-11,Vaulen skole,Nei,Ja,Påskeferie
2017-04-12,Vaulen skole,Nei,Ja,Påskeferie
2017-04-13,Vaulen skole,Nei,Nei,Skjærtorsdag
2017-04-14,Vaulen skole,Nei,Nei,Langfredag
2017-04-16,Vaulen skole,Nei,Nei,1. påskedag
2017-04-17,Vaulen skole,Nei,Nei,2. påskedag
2017-05-01,Vaulen skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Vaulen skole,Nei,Nei,Grunnlovsdag
2017-05-25,Vaulen skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Vaulen skole,Nei,Ja,Fridag
2017-06-04,Vaulen skole,Nei,Nei,1. pinsedag
2017-06-05,Vaulen skole,Nei,Nei,2. pinsedag
2017-06-30,Vaulen skole,Nei,Ja,siste dag - sfo
2016-08-01,Våland skole,Nei,Ja,første dag - sfo
2016-08-15,Våland skole,Nei,Ja,Planleggingsdag
2016-08-16,Våland skole,Nei,Ja,Planleggingsdag
2016-08-17,Våland skole,Nei,Ja,Planleggingsdag
2016-08-18,Våland skole,Nei,Nei,Planleggingsdag
2016-08-19,Våland skole,Nei,Nei,Planleggingsdag
2016-10-10,Våland skole,Nei,Ja,Høstferie
2016-10-11,Våland skole,Nei,Ja,Høstferie
2016-10-12,Våland skole,Nei,Ja,Høstferie
2016-10-13,Våland skole,Nei,Ja,Høstferie
2016-10-14,Våland skole,Nei,Ja,Høstferie
2016-12-22,Våland skole,Nei,Ja,Juleferie
2016-12-23,Våland skole,Nei,Ja,Juleferie
2016-12-25,Våland skole,Nei,Nei,1. juledag
2016-12-26,Våland skole,Nei,Nei,2. juledag
2016-12-27,Våland skole,Nei,Ja,Juleferie
2016-12-28,Våland skole,Nei,Ja,Juleferie
2016-12-29,Våland skole,Nei,Ja,Juleferie
2016-12-30,Våland skole,Nei,Ja,Juleferie
2017-01-01,Våland skole,Nei,Nei,1. Nyttårsdag
2017-01-02,Våland skole,Nei,Nei,Planleggingsdag
2017-02-27,Våland skole,Nei,Ja,Vinterferie
2017-02-28,Våland skole,Nei,Ja,Vinterferie
2017-03-01,Våland skole,Nei,Ja,Vinterferie
2017-03-02,Våland skole,Nei,Ja,Vinterferie
2017-03-03,Våland skole,Nei,Ja,Vinterferie
2017-04-09,Våland skole,Nei,Nei,Palmesøndag
2017-04-10,Våland skole,Nei,Ja,Påskeferie
2017-04-11,Våland skole,Nei,Ja,Påskeferie
2017-04-12,Våland skole,Nei,Ja,Påskeferie
2017-04-13,Våland skole,Nei,Nei,Skjærtorsdag
2017-04-14,Våland skole,Nei,Nei,Langfredag
2017-04-16,Våland skole,Nei,Nei,1. påskedag
2017-04-17,Våland skole,Nei,Nei,2. påskedag
2017-04-18,Våland skole,Nei,Nei,Planleggingsdag
2017-05-01,Våland skole,Nei,Nei,Off. Høytidsdag
2017-05-17,Våland skole,Nei,Nei,Grunnlovsdag
2017-05-25,Våland skole,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Våland skole,Nei,Nei,Planleggingsdag
2017-06-04,Våland skole,Nei,Nei,1. pinsedag
2017-06-05,Våland skole,Nei,Nei,2. pinsedag
2017-06-30,Våland skole,Nei,Ja,siste dag - sfo
2016-06-23,Bærland skole,Nei,Ja,Sommerferie
2016-06-24,Bærland skole,Nei,Ja,Sommerferie
2016-06-27,Bærland skole,Nei,Ja,Sommerferie
2016-06-28,Bærland skole,Nei,Ja,Sommerferie
2016-06-29,Bærland skole,Nei,Ja,Sommerferie
2016-06-30,Bærland skole,Nei,Ja,Sommerferie
2016-07-01,Bærland skole,Nei,Nei,Sommerferie
2016-07-04,Bærland skole,Nei,Nei,Sommerferie
2016-07-05,Bærland skole,Nei,Nei,Sommerferie
2016-07-06,Bærland skole,Nei,Nei,Sommerferie
2016-07-07,Bærland skole,Nei,Nei,Sommerferie
2016-07-08,Bærland skole,Nei,Nei,Sommerferie
2016-07-11,Bærland skole,Nei,Nei,Sommerferie
2016-07-12,Bærland skole,Nei,Nei,Sommerferie
2016-07-13,Bærland skole,Nei,Nei,Sommerferie
2016-07-14,Bærland skole,Nei,Nei,Sommerferie
2016-07-15,Bærland skole,Nei,Nei,Sommerferie
2016-07-18,Bærland skole,Nei,Nei,Sommerferie
2016-07-19,Bærland skole,Nei,Nei,Sommerferie
2016-07-20,Bærland skole,Nei,Nei,Sommerferie
2016-07-21,Bærland skole,Nei,Nei,Sommerferie
2016-07-22,Bærland skole,Nei,Nei,Sommerferie
2016-07-25,Bærland skole,Nei,Nei,Sommerferie
2016-07-26,Bærland skole,Nei,Nei,Sommerferie
2016-07-27,Bærland skole,Nei,Nei,Sommerferie
2016-07-28,Bærland skole,Nei,Nei,Sommerferie
2016-07-29,Bærland skole,Nei,Nei,Sommerferie
2016-08-01,Bærland skole,Nei,Ja,Sommerferie
2016-08-02,Bærland skole,Nei,Ja,Sommerferie
2016-08-03,Bærland skole,Nei,Ja,Sommerferie
2016-08-04,Bærland skole,Nei,Ja,Sommerferie
2016-08-05,Bærland skole,Nei,Ja,Sommerferie
2016-08-08,Bærland skole,Nei,Ja,Sommerferie
2016-08-09,Bærland skole,Nei,Ja,Sommerferie
2016-08-10,Bærland skole,Nei,Ja,Sommerferie
2016-08-11,Bærland skole,Nei,Ja,Sommerferie
2016-08-12,Bærland skole,Nei,Ja,Sommerferie
2016-08-15,Bærland skole,Nei,Ja,Sommerferie
2016-08-16,Bærland skole,Nei,Ja,Planleggingsdag
2016-10-10,Bærland skole,Nei,Ja,Høstferie
2016-10-11,Bærland skole,Nei,Ja,Høstferie
2016-10-12,Bærland skole,Nei,Ja,Høstferie
2016-10-13,Bærland skole,Nei,Ja,Høstferie
2016-10-14,Bærland skole,Nei,Ja,Høstferie
2016-11-18,Bærland skole,Nei,Ja,Planleggingsdag
2016-12-19,Bærland skole,Nei,Ja,Planleggingsdag
2016-12-20,Bærland skole,Nei,Ja,Planleggingsdag
2016-12-21,Bærland skole,Nei,Ja,Juleferie
2016-12-22,Bærland skole,Nei,Ja,Juleferie
2016-12-23,Bærland skole,Nei,Ja,Juleferie
2016-12-26,Bærland skole,Nei,Nei,2.juledag
2016-12-27,Bærland skole,Nei,Ja,Juleferie
2016-12-28,Bærland skole,Nei,Ja,Juleferie
2016-12-29,Bærland skole,Nei,Ja,Juleferie
2016-12-30,Bærland skole,Nei,Ja,Juleferie
2017-02-27,Bærland skole,Nei,Ja,Vinterferie
2017-02-28,Bærland skole,Nei,Ja,Vinterferie
2017-03-01,Bærland skole,Nei,Ja,Vinterferie
2017-03-02,Bærland skole,Nei,Ja,Vinterferie
2017-03-03,Bærland skole,Nei,Ja,Vinterferie
2017-04-10,Bærland skole,Nei,Ja,Påskeferie
2017-04-11,Bærland skole,Nei,Ja,Påskeferie
2017-04-12,Bærland skole,Nei,nei,Påskeferie
2017-04-13,Bærland skole,Nei,Nei,Påskeferie/Helligdag
2017-04-14,Bærland skole,Nei,Nei,Påskeferie/Helligdag
2017-04-17,Bærland skole,Nei,Nei,Påskeferie/Helligdag
2017-05-01,Bærland skole,Nei,Nei,Off.fridag
2017-05-17,Bærland skole,Nei,Nei,Grunnlovsdag
2017-05-25,Bærland skole,Nei,Nei,Kr.H.f
2017-05-26,Bærland skole,Nei,Ja,Fridag for elevene
2017-06-05,Bærland skole,Nei,Nei,2.Pinsedag
2017-06-23,Bærland skole,Nei,Ja,Sommerferie
2017-06-26,Bærland skole,Nei,Ja,Sommerferie
2017-06-27,Bærland skole,Nei,Ja,Sommerferie
2017-06-28,Bærland skole,Nei,Ja,Sommerferie
2017-06-29,Bærland skole,Nei,Ja,Sommerferie
2017-06-30,Bærland skole,Nei,Ja,Sommerferie
